,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
93,chow_jaehyuk,"YG STAN, EXO L, CARAT, BLACK ROSE 💖✨.          
ULT: @treasuremembers",,1231,611,8079,394,"TREASURE will sing an ending theme song for TV Tokyo anime ‘Black Clover’. The title of the song will be ‘Beautiful’.

Source: https://t.co/9CWlMdhg7C

@treasuremembers #TREASURE",[]
94,tron_age,,USA,2496,7347,105271,0,"Top 3 Price Prediction Bitcoin, Ethereum, Ripple: Bitcoin bulls weakened, crypto rally at the tipping point

#blockchain #dlike #cryptocurrency
https://t.co/xSM4aTYFgh","['blockchain', 'dlike', 'cryptocurrency']"
95,Chank_lish,"Recommended by 4 out of 5 people that recommend things.
Baby Shark dance champion 2019

suspended for the billionth time",,79,23,57,0,"@Amnesia1196 In the end we are all forced to work with corruption.
sad news",[]
96,The_J_Man18,Male 20.Commissions & DMs Open. PS4 PC and Switch Player,"San Diego, CA",691,134,3075,0,@JDV_17 @Dogfacedog_DFD So you’re telling me Nostalgia Critic is NOT a reputable source of movie news?,[]
97,zezchic,"🌟⋈🐣🔸| An awkward puppy with a few awesome pals. Full-time fangirl, dietitian in progress. Caution: May expose you to excessive spazzing.",Indonesia,975,365,42786,406,"monsta x’s ‘all about luv’ being chosen as one of 2020’s best k-pop albums by time magazine was talked about on SBS morning news !
https://t.co/Y0jxH5o4ly",[]
98,Jamesbeck1Beck,"Jesus Christ - ‘I am the way, the truth and the life’ #Jesuslovesyou #JesusYahwehHolySpirit3in1","England, United Kingdom",9,13,1455,1,"@EtonHM Now it is time for Eton to go in the same direction as Cambridge and protect free speach.

I would urge Simon Henderson to consider if he is still the right person for the job

#eton #simonhenderson @Eton_College
@EtonHM
https://t.co/ZkbTVeD8G4",[]
99,BenninkIngeborg,,Brussels,807,177,729,1,"We are delighted that the Cross-border Institute of Healthcare Systems and Prevention (CBI) has joined @EUREGHA as an associate member and that we are open for #universities and #research centres now! 

More about the CBI and its @EUREGHA membership here➡️https://t.co/jOTiIPYHQX https://t.co/tqEyugzhWr",[]
100,Vernoncaseosa,svt ✨ quite multi,,283,216,85030,82,"#SEVENTEEN has drawn attention with their new choreography video for 24H....""

https://t.co/qXfRzHgEPi

@pledis_17 #SEVENTEEN https://t.co/j5ezOw5Qyo",['SEVENTEEN']
101,Johnrashton47,"my new book , ‘Blinded by Corona’ : ‘How the Pandemic ruined Britain’s Health and Wealth and What to do about it’ . https://t.co/h1X1jfPM46",Merseyside,7884,40110,92359,1,@Johnrashton47 Hmmm. My first thought on hearing this news about the new variant was have they made this up and now it seems they might have.,[]
102,Allmyalibis,Superforecaster - Good Judgment alum - https://t.co/B4djYvQaCL -- NonProphets guest https://t.co/izZW0Q472G - - 🇺🇸🇺🇸🇺🇸 #UHSP(pharmacist)🌊🌊🌊,In private capacity,1700,625,29623,1,"'But a CISA employee, who spoke anonymously ... acknowledged that the scope of the crisis could overtake the agency. “We’re doing OK right now [but] that seems likely to change. … Many agencies don’t know how on fire they are yet.”...' https://t.co/Npc9h6ejFf",[]
103,icetrikes,"As seen on TV. We design and build superb recumbent trikes. Cruise the open road, explore new horizons, comfortable, fun, safe cycling and super easy to ride.","Falmouth, Cornwall",438,1931,1849,0,"Dave from here in the UK passed the 2000miles mark on his ICE Adventure HD only 6 months from when he first had the trike. Not bad after 15 years of not being able to cycle due to disabilities.

Excellent news Dave, good luck with your future rides!

#recumbent #trike #icetrikes https://t.co/fuOTmXVBL4","['recumbent', 'trike', 'icetrikes']"
104,Welshwoman,"#Writer
#Homeeducation
#Freedom
#FBPE blocked.
*No lists.","Wales, UK",1384,1291,22051,11,"My @theipaper column today is on the undersung success story of @trussliz, who is bossing her trade brief and has more good news yet to come: https://t.co/C4mbme1HoH",[]
105,Surfingsue,"Surfing. SUP. Yoga. Dogs. Books. Comics. Marvel. Geek. Star Wars. Tattoos. Dinosaurs. Fossils. Campervan. LFC - YNWA.
Vegetarian/Vegan.
@sascampaigns member.",,384,761,66057,12,"So, let's get this straight - in tier 3 I can go to my gym and huff and puff in a room of people without a mask, but I can't go to a museum or gallery where everyone is masked and entry is timed to maintain social distancing?  
https://t.co/B9v2mBaRoe",[]
106,Poetic_Feel,Founder of @MELANATEDSTARS & ANIMATION I LUMINATION: https://t.co/a9zUTAulRR  Lifepath 7 #GG33Student 13Love Yah TLC,Sirius,1036,1051,47979,9,"Takahiro Shiraishi, Japan's notorious 'Twitter killer', has been sentenced to death

https://t.co/jSnFOU8WQs",[]
107,Krishna44032724,true Indian,,45,8,800,126,Breaking News: fresh summons to #ArjunRampal by @narcoticsbureau,['ArjunRampal']
108,Jeanett97170691,"Love my family, animals, music and classic motors ☆ Supporter of the British Armed Forces ☆ Keep Britain together 🇬🇧 ☆ Trump supporter 🇺🇸 ☆","Birmingham, West Midlands",640,573,4921,1,"For all those that still think coronavirus wasn’t deliberate!!!

China is ‘greatest threat’ facing UK and is trying to exploit pandemic, spy chief warns

https://t.co/dBavKta2Zt",[]
109,MaireadTBTS,"New account, same person. Still a Slytherin, musical theatre loving psychology student. She/her",,906,50,21207,4,Whitehall was listed as a speaker in support of gay conversion therapy for the Australian Christian Lobby.  https://t.co/CdxibDKR3m,[]
110,BrijeshNagar16,"#Mahatma Gandhi's Assassin was not Patriot.!#Indira Gandhi's Killers were Stigma Of Society.!
#Rajiv Gandhi's Ruthless Killing by Descendants Of Raavan.!!💖🇮🇳",The Heart of Dignified Indians,273,737,66986,5,"Farmers consuming poison was never a concern, but farmers eating pizza is news --@diljitdosanjh",[]
111,TMakerNews,"Mais completa fanbase brasileira dedicada ao grupo TREASURE, da YG Ent. | @TMakerTeam + @TR12Report",Brasil,85,5016,15593,0,"cr. trad: RUT0NIVERSE

🔗 https://t.co/fmhDH4fmxR",[]
112,jejaem0n,...my coffee's at the door so i'm gonna go eat. this was jae and how not to get off bed. 080920. 🍃 for the rose & day6 only 🌸 she/her,for greater good ✨,417,335,3640,0,"AWAY FROM SOCMED ALL DAY AND JUST GOT THE NEWS OF GROUP B REUNION. DANG I'M SHAKING 😭 WHAT IF JIHOON WAS THERE TOO AAAAAAAAAAAAAAA OUR PRECIOUS BOYS ,_, https://t.co/lc3hzAASms",[]
113,baeseulgio,@RVsmtown,,26,3,1509,365,"[ARTICLE] 201214 - YERI’s ROOM will be added to Rakuten Viki’s streaming services soon in December!

https://t.co/1opmhj20mJ

#레드벨벳 #예리 #YERI @rvsmtown https://t.co/WQf9diSmY3",[]
114,ShaytanTruth,If you mute or block me you LOSE :) God is the illusion of good in mankind. Truth shatters illusions. No such thing as fair or fairness. Socialism is a lie.,London,917,1590,121038,1,"@SkyNews @rospay15 Why are Sky News obsessed with this fairly minor incident. Maybe she was on the wrong side of the road; however if she was parked on the wrong side of the road, the chances are he would have still hit her, Young lad going to fast on a performance bike. That's all that happened.",[]
115,LadiBoss2014,"Sports Wife of My Childhood Sweetheart, and Mother of An Intelligent Teenage Son & A Very Intelligent Fashionable Teen Daughter.Carolina Panther Fan Since 1995.","Charlotte, NC ",1435,643,18898,184,"This is also happening today too..

Mass. Prisoners Among The First To Get COVID Vaccines https://t.co/dr0lBZsCNJ via @WBUR",[]
116,make1tpos1t1ve,"There's a huge difference between Scottish Internationalism & British Nationalism. My D.O.B. is of no importance but my D.O.Rebirth is,Scottish Independence Day","Stirling, TheNationOfScotland",17,427,63074,140,"The far-right turned up at my constituency office with a banner displaying the words:

""It's okay to be White"" &amp; ""All lives matter""

After months of them sending me death threats. 

They'll try &amp; intimidate me but they'll not silence me.

https://t.co/R65Z3dmXxP",[]
117,dosolsollalaso_,super junior,"Jakarta, Indonesia",444,439,52086,1996,"[SJ NEWS Ep.3] 슈주 뉴스 3회 

YouTube▶ https://t.co/Mk4Z3HbRZ3
(EN/JP/CN Subtitles provided on YouTube ‘SUPER JUNIOR’ channel) 

#슈퍼주니어 #SUPERJUNIOR #슈주뉴스 #SJ_NEWS https://t.co/W4SdHpa8EH",[]
118,GMBCouncillors,@GMB_Union’s councillors’ network. Keep up to date with the work we do to support our hardworking councillors and #TeamGMB.,UK,7662,8537,16635,3,"It's time Ministers listened.

We cannot suffer another decade of poor growth and cuts to services.

At-risk sectors need vital support.

Bold action is required to protect jobs, secure livelihoods - and save industries.

https://t.co/1B8PsN9mpw",[]
119,SophiaWSB,"Anchor/Reporter, animal lover, foodie. https://t.co/YjRHyXphKt https://t.co/T71ZiIjmIU  Email news tips: sophia.choi@wsbtv.com","Atlanta, GA",1910,12061,19832,0,"13 year old collects $5,900 to help homeless children celebrate Christmas https://t.co/jXRhQk1NGD",[]
120,iamkelseylane,☆doing my best☆,"Los Angeles, CA",436,917,2574,3379,"Sad to share the news that Charley Pride died today in Dallas due to complications from Covid-19 at age 86.

Charley is country music’s first Black superstar and the first Black member of the Country Music Hall of Fame.

#RIPCharleyPride https://t.co/HyFXjtrmb8",[]
121,TheParsonsPages,For promoting the Christian religion as it is professed by Protestant Dissenters of the Denomination of Particular Baptists.,"Portsmouth, UK",617,330,11539,90,"Yes, lockdowns really do work - if you want to destroy the economy and society: Redundancies soared to record 370,000 in lead-up to second lockdown https://t.co/AC5EJg8BvQ",[]
122,SebastianKlem10,"Politics.
Supporter of the Republican Party.
Looking for a real left wing inside of the GOP. Trust me, it exists.",,460,0,3356,6,Oliver Stone receives Russian coronavirus vaccine aged 74 https://t.co/MUmU4yW53i,[]
123,TranslavicBV,Making language work!,Rijssen,204,184,655,0,"In the run-up to Christmas, the team members of Translavic joined forces to make the holidays more beautiful for others. https://t.co/2istwRd5Vj #szlachetnapaczka #noblegift https://t.co/rzvsbNHLfO","['szlachetnapaczka', 'noblegift']"
124,R2____,"Forgiveness is divine, but never pay full price for late pizza","New Albany, OH",325,362,27948,32,"Chargers WR Keenan Allen sets record for most receptions in first 100 games (per @NFLResearch)

https://t.co/QOtqmmdLiA https://t.co/OetLWjYPmk",[]
125,tikab,"Clinician, teacher, contrarian, teachable, carnivore.....guitarist",,188,135,1686,0,"I’m genuinely surprised that this decision has been reached. Not that it’s wrong, but that the ANC has a move against corruption.  Ace Magashule must immediately step aside, rules ANC integrity commission | News24 https://t.co/Eij0r8FHSs",[]
126,leicdan,"Gastroenterologist, Intestinal Failure Physician, & @BAPENUK Secretary",All views are my own,426,1292,4386,6,"Christmas household mixing ‘will cost many lives’, warn top medical and NHS journals https://t.co/KetQFj2ePy",[]
127,Eyeswideopen69,Socially distanced from Tories since birth - thanks mum!,,5001,3233,31770,0,"Care to comment Mr. Gove?

https://t.co/zOXRwSABju https://t.co/R8CeoV5xYo",[]
128,LMBillboard_,"I LOVE YOU, MAMA JESY",,834,902,5814,18,"Sad news Mixers 😢

Jesy Nelson has officially left Little Mix.

READ: https://t.co/lBKipwehgK https://t.co/Rx00DiEHQa",[]
129,TEAMtalk,"Football transfer gossip and rumours, breaking news, stats, exclusive features and more...","Leeds, UK",6919,84023,168973,0,"""He was a special man, a caring man, a loving man. He was more than just a manager""... 😢

https://t.co/fzvRWOYPpu",[]
130,vivaracho81,"Youtuber de Vivaracho (+46k) y Vivaracholandia (+1.7k) 
Cuenta Oficial.
Me gusta entretener de forma entretenida.",Capital Federal - Argentina,105,946,8525,25,"NEWS: 6 New Vehicles have been released today. Here are the vehicles and prices

(Credit @GTAGFX) https://t.co/wEav13t75A",[]
131,education_24x7,"All education content. Education changes the life.
Software Developer| ML | DS | Technical Blogging at https://t.co/r2HyR2uI0M | Github: https://t.co/zMKVl7Qs3I",Delhi,6,964,64869,1,Can #AI help #VentureCaptial find new deals?: https://t.co/BRBFhNnmw5,"['AI', 'VentureCaptial']"
132,lintarsatria,"Truth. Justice. Decency. Equality. Freedom. Democracy.
 écrivain engagée",,547,420,8821,1,Even Trump supporters are now furiously arguing with each other over the election results https://t.co/TIVdZllC2Z,[]
133,JosiYo8,#Ruffhairboi_Official©,,2034,641,260,348,"BREAKING NEWS: To the person reading this, i pray you make it in life and make your parent(s) proud. RT to claim it.❤🙌",[]
134,nash_aaron,Product. Publishing. Nostalgic for the glory days of the Edstone,Birmingham,1056,240,13862,269,"Evidence of genocide against the Uyghur is growing. U.K. Government and business must act: end the use of cotton from Xinjiang, impose sanctions on officials overseeing forced labour &amp; step up efforts to allow UN access to the region. We must not look away https://t.co/IawHyOHNaO",[]
135,nidirect,"The official government website for people living in Northern Ireland. Account monitored Mon-Fri, 9am-5pm https://t.co/h91fKgt9Nl","Belfast, Northern Ireland",830,24002,31717,3,"Infrastructure Minister @NicholaMallon urges safe travel  over the festive period #StaySafe #SaveLives  https://t.co/dyy7qKUXDg

@NIRoadPolicing https://t.co/sYF9LtmbOu","['StaySafe', 'SaveLives']"
136,DesMchlmcgnn,"#North East Syria No Fly Zone
#SaveKirkukFreeKurdistan
 #Afrin #RemainersWereRight. 
#Ghouta",,4979,2688,129096,0,"‘Good riddance’: Elizabeth Warren says outgoing attorney general William Barr made DoJ more corrupt | The Independent https://t.co/U9azZo8pgB
The sawmp at last begins to drain.",[]
137,FleetmaxxLtd,"Optimise your fleet, save time, money and hassle with fuel cards, vehicle tracking, vehicle cameras, fleet & business insurance",Motherwell & Whitstable,1059,221,3801,0,"Safer driving in rain and floods has been published BY #FLEETMAXSOLUTIONS NEWS
#Fleet #Fleetnews #FleetManager #FleetManagement
https://t.co/ZW4jX5keaS https://t.co/8Ryp657Spe","['FLEETMAXSOLUTIONS', 'Fleet', 'Fleetnews', 'FleetManager', 'FleetManagement']"
138,Stu_Court,Staffs Uni grad // 1/2 of #ThePedestrianPodcast. // Matchday Production at #ccfc // Tweet mostly nonsense. Probably. #Seahawks #PUSB,Coventry,2077,941,96253,3,"Jodi Jones is a brilliant bloke. This is heartbreaking to read but huge respect to him. Story from the always excellent @AndyTurnerccfc 

https://t.co/A8kukg5Yok #pusb",[]
139,TheGoodS0ul,"खुशमिजाजी मशहूर है हमारी,
     सादगी भी कमाल है ,,
हम शरारती भी इंतेहा के है ,
    तन्हा भी बेमिसाल हैं! 

आयुष्मान खुराना",,4143,1789,85365,1055,"🎊 Awesome news, guys: we’re launching a #GIVEAWAY together with #GoChain! 🎊

The next Tuesday we’ll randomly pick 3 winners who’ll get $50, $30, $20 in $GO 🔥

🔵 Follow @SimpleSwap_io &amp; @go_chain
🔵 Like &amp; Retweet this post
🔵 Tag a #crypto friend in the comments

Good luck!😉 https://t.co/YcIE3G39Xt","['GIVEAWAY', 'GoChain']"
